JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
2456240.75208,2.594,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456247.50069,1.371,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456247.50417,1.982,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456247.50417,2.543,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456247.73333,1.354,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456247.73681,1.960,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456247.73681,2.521,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456247.97986,1.365,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456247.98333,1.980,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456247.98333,2.539,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456248.51250,1.386,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456248.51597,2.009,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456248.51597,2.591,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456248.97639,1.395,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456248.97986,2.017,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456248.97986,2.600,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456253.55208,1.411,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456253.55556,2.039,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456253.55556,2.636,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456253.97847,1.397,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456253.98125,2.017,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd&nbsp;comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456253.98125,2.601,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456255.50000,1.366,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456255.50347,1.982,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456255.50347,2.547,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456255.74375,1.357,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456255.74792,1.964,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456255.74792,2.538,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456258.49931,1.393,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456258.50278,2.009,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456258.50278,2.595,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456259.99375,1.365,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456259.99653,1.983,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456259.99653,2.558,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456264.55486,1.382,,,I,CQJ,U,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456264.55764,2.003,,,V,CQJ,U,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456264.55764,2.577,,,B,CQJ,U,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456266.50208,1.373,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456266.50486,2.012,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.25,5.580,,ALF UMI,AAVSO,STD,,,,
2456266.50486,2.576,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456273.56042,1.392,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456273.56389,2.017,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456273.56389,2.599,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456274.54444,1.373,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456274.54792,1.997,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456274.54792,2.580,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456367.5,2.0,,,Vis.,SUS,,18,23,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456390.4,2.0,,,Vis.,SUS,,18,23,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456407.5,1.9,,,Vis.,SUS,,16,20,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456421.4,1.9,,,Vis.,SUS,,13,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456441.5,2.0,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456460.5,1.9,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456474.5,2.0,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456480.5,1.9,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456484.45,1.8,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456494.5,2.0,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456495.6,2.0,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456500.47,1.9,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456509.5,1.9,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456521.6,1.9,,,Vis.,SUS,,19,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456535.38889,2.0,,,Vis.,RJG,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2456535.39236,2.1,,,Vis.,CAI,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2456568.6,1.9,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456570.6,2.0,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456573.4,1.9,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456582.5,2.0,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456588.33,1.8,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456590.5,1.9,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456609.219,1.8,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456637.6458,1.8,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456654.25,1.9,,,Vis.,SUS,,18,21,900101,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456657.578,1.8,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456658.444,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456659.219,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456659.394,2.0,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456660.677,2.0,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456661.427,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456661.596,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456663.485,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456665.3265,2.0,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456670.2743,1.9,,,Vis.,SUS,,17,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456701.34,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456709.3965,2.0,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456711.34,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456712.3,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456713.3510,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456723.7,2.0,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456726.7,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456727.7,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456728.7,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456729.7,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456746.6,2.0,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456861.5,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456862.5,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456863.4,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456864.5,2.0,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456865.55,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456869.5,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456870.45,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456874.5,2.0,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456883.6,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456897.5,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456916.3645,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456916.4285,1.8,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456917.55,1.9,,,Vis.,SUS,,18,21,1990,,,,Z,,,,ALF UMI,BAV,STD,,,,
2456946.65869,1.974,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456946.65869,2.530,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456946.76611,1.969,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456946.76611,2.523,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456947.60426,2.010,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456947.60426,2.595,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456947.75506,2.009,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456947.75506,2.580,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456947.91545,2.020,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456947.91545,2.590,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456950.53006,1.975,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456950.53006,2.547,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456950.66971,1.978,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456950.66971,2.555,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456950.81370,1.965,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456950.81370,2.532,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456950.95720,1.978,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456950.95720,2.538,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456951.52573,2.012,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456951.52573,2.587,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456951.66970,2.016,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456951.66970,2.598,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456951.81500,2.012,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456951.81500,2.580,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456951.95993,2.014,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456951.95993,2.596,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456952.52438,2.035,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456952.52438,2.632,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456952.66983,2.041,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456952.66983,2.630,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456952.81683,2.023,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456952.81683,2.608,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456952.96103,2.030,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456952.96103,2.605,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456953.51900,2.611,,,B,CQJ,U,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456953.51900,2.044,,,V,CQJ,U,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456956.52326,2.034,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.52326,2.634,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456956.60657,2.037,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.60657,2.635,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456956.68964,2.033,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.68964,2.631,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456956.77765,2.029,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.77765,2.616,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456956.86175,2.025,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.86175,2.612,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456956.95468,2.024,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456956.95468,2.609,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456966.51539,1.979,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456966.51539,2.552,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456966.60613,1.982,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456966.60613,2.549,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456966.69714,1.980,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456966.69714,2.555,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456966.78843,1.978,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456966.78843,2.548,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP,,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2457239.43403,2.1,,,Vis.,RJG,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2457239.44097,2.1,,,Vis.,CAI,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2457576.46875,2.2,,,Vis.,RJG,,21,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2457576.48958,2.2,,,Vis.,CAI,,21,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2457769.49306,2.2,,,Vis.,RJG,,18,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2457769.49653,2.1,,,Vis.,CAI,,18,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2458668.7505,1.993,0.003,,V,CTOA,,HD 5848,HD 26659,PEP,|SCOPE=6IN_CASS|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=-0.606|K_V_EST=0.20|NO TRANSFORM|CREFMAG=4.226|PROG=TJC_PEP_6.6|COMMENT=BEGIN TESTING OF IOPTRON/POLARIS SYSTEM|,0,1.48,Z,-2.373,-1.058,,ALF UMI,AAVSO,STD,,,,
2458669.8445,1.932,0.005,,V,CTOA,,HD 5848,HD 26659,PEP,|SCOPE=6IN_CASS|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=-0.606|K_V=0.22|NO TRANSFORM|CREFMAG=4.226|PROG=TJC_PEP_6.6|COMMENT=UNSTABLE TRANSPARENCY|,0,1.44,Z,-2.302,-1.026,,ALF UMI,AAVSO,STD,,,,
2458670.7974,1.943,0.009,,V,CTOA,,HD 5848,,PEP,|SCOPE=6IN_CASS|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=-0.606|K_V_EST=0.25|NO TRANSFORM|CREFMAG=4.226|PROG=TJC_PEP_6.6|COMMENT=NOCHECKSTAR; POOR CONDITIONS; EXTRA INTEGRATINONS USED|,0,1.46,Z,-2.124,0.0,,ALF UMI,AAVSO,STD,,,,
2458671.7496,1.981,0.004,,V,CTOA,,HD 5848,HD 26659,PEP,|SCOPE=6IN_CASS|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=-0.606|K_V_EST=0.20|NO TRANSFORM|CREFMAG=4.226|PROG=TJC_PEP_6.6|,0,1.47,Z,-2.279,-0.961,,ALF UMI,AAVSO,STD,,,,
2458672.7749,2.001,0.006,,V,CTOA,,HD 5848,HD 26659,PEP,|SCOPE=6IN_CASS|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=-0.606|K_V_EST=0.20|CREFMAG=4.226|PROG=TJC_PEP_6.6|COMMENT=ERRATIC COUNTS|,0,1.46,Z,-2.338,-0.955,,ALF UMI,AAVSO,STD,,,,
2458803.46181,2.1,,,Vis.,RJG,,21,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2458803.46528,2.2,,,Vis.,CAI,,21,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2458907.7817,0.972,0.018,,J,CTOA,,HR 1708,,UKIRT STD,|SCOPE=9.25IN_SCT|SENSOR=SSP4|LOC=44.1N/121.3W|INDEX=JH|DELTA=-0.082|K_J_EST=0.10|TJ_JH=0.001|CREFMAG=-1.34|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR|,1,1.38,Z,-4.039,0.0,,ALF UMI,AAVSO,STD,,,,
2458907.7821,0.664,0.009,,H,CTOA,,HR 1708,,UKIRT STD,|SCOPE=9.25IN_SCT|SENSOR=SSP4|LOC=44.1N/121.3W|INDEX=JH|DELTA=-0.082|K_H_EST=0.08|TH_JH=-0.149|CREFMAG=-1.73|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR|,1,1.38,Z,-4.209,0.0,,ALF UMI,AAVSO,STD,,,,
2458918.7630,0.992,0.014,,J,CTOA,,HR 1708,,UKIRT STD,|SCOPE=9.25IN_SCT|SENSOR=SSP4|LOC=44.1N/121.3W|INDEX=JH|DELTA=-0.084|K_J_EST=0.10|TJ_JH=0.001|CREFMAG=-1.34|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR|,1,1.41,Z,-4.027,0.0,,ALF UMI,AAVSO,STD,,,,
